Country,Date,Tonnes CO2/person
Netherlands,1801-01-01T00:00:00.000000+00:00,
Norway,1801-01-01T00:00:00.000000+00:00,
Nepal,1801-01-01T00:00:00.000000+00:00,
Nauru,1801-01-01T00:00:00.000000+00:00,
New Zealand,1801-01-01T00:00:00.000000+00:00,
Oman,1801-01-01T00:00:00.000000+00:00,
Pakistan,1801-01-01T00:00:00.000000+00:00,
Panama,1801-01-01T00:00:00.000000+00:00,
Peru,1801-01-01T00:00:00.000000+00:00,
Philippines,1801-01-01T00:00:00.000000+00:00,
Palau,1801-01-01T00:00:00.000000+00:00,
Papua New Guinea,1801-01-01T00:00:00.000000+00:00,
Poland,1801-01-01T00:00:00.000000+00:00,0.0494
North Korea,1801-01-01T00:00:00.000000+00:00,
Portugal,1801-01-01T00:00:00.000000+00:00,
Paraguay,1801-01-01T00:00:00.000000+00:00,
Palestine,1801-01-01T00:00:00.000000+00:00,
Qatar,1801-01-01T00:00:00.000000+00:00,
Romania,1801-01-01T00:00:00.000000+00:00,
Russia,1801-01-01T00:00:00.000000+00:00,
Rwanda,1801-01-01T00:00:00.000000+00:00,
Saudi Arabia,1801-01-01T00:00:00.000000+00:00,
Sudan,1801-01-01T00:00:00.000000+00:00,
Senegal,1801-01-01T00:00:00.000000+00:00,
Singapore,1801-01-01T00:00:00.000000+00:00,
Solomon Islands,1801-01-01T00:00:00.000000+00:00,
Sierra Leone,1801-01-01T00:00:00.000000+00:00,
El Salvador,1801-01-01T00:00:00.000000+00:00,
Somalia,1801-01-01T00:00:00.000000+00:00,
Serbia,1801-01-01T00:00:00.000000+00:00,
South Sudan,1801-01-01T00:00:00.000000+00:00,
Sao Tome and Principe,1801-01-01T00:00:00.000000+00:00,
Suriname,1801-01-01T00:00:00.000000+00:00,
Slovak Republic,1801-01-01T00:00:00.000000+00:00,
Slovenia,1801-01-01T00:00:00.000000+00:00,
Sweden,1801-01-01T00:00:00.000000+00:00,
Eswatini,1801-01-01T00:00:00.000000+00:00,
Seychelles,1801-01-01T00:00:00.000000+00:00,
Syria,1801-01-01T00:00:00.000000+00:00,
Chad,1801-01-01T00:00:00.000000+00:00,
Togo,1801-01-01T00:00:00.000000+00:00,
Thailand,1801-01-01T00:00:00.000000+00:00,
Tajikistan,1801-01-01T00:00:00.000000+00:00,
Turkmenistan,1801-01-01T00:00:00.000000+00:00,
Timor-Leste,1801-01-01T00:00:00.000000+00:00,
Tonga,1801-01-01T00:00:00.000000+00:00,
Trinidad and Tobago,1801-01-01T00:00:00.000000+00:00,
Tunisia,1801-01-01T00:00:00.000000+00:00,
Turkey,1801-01-01T00:00:00.000000+00:00,
Tuvalu,1801-01-01T00:00:00.000000+00:00,
Taiwan,1801-01-01T00:00:00.000000+00:00,
Tanzania,1801-01-01T00:00:00.000000+00:00,
Uganda,1801-01-01T00:00:00.000000+00:00,
Ukraine,1801-01-01T00:00:00.000000+00:00,
Uruguay,1801-01-01T00:00:00.000000+00:00,
United States,1801-01-01T00:00:00.000000+00:00,0.0465
Uzbekistan,1801-01-01T00:00:00.000000+00:00,
St. Vincent and the Grenadines,1801-01-01T00:00:00.000000+00:00,
Venezuela,1801-01-01T00:00:00.000000+00:00,
Vietnam,1801-01-01T00:00:00.000000+00:00,
Vanuatu,1801-01-01T00:00:00.000000+00:00,
Samoa,1801-01-01T00:00:00.000000+00:00,
Yemen,1801-01-01T00:00:00.000000+00:00,
South Africa,1801-01-01T00:00:00.000000+00:00,
Zambia,1801-01-01T00:00:00.000000+00:00,
Zimbabwe,1801-01-01T00:00:00.000000+00:00,
Afghanistan,1802-01-01T00:00:00.000000+00:00,
Angola,1802-01-01T00:00:00.000000+00:00,
Albania,1802-01-01T00:00:00.000000+00:00,
Andorra,1802-01-01T00:00:00.000000+00:00,
United Arab Emirates,1802-01-01T00:00:00.000000+00:00,
Argentina,1802-01-01T00:00:00.000000+00:00,
Armenia,1802-01-01T00:00:00.000000+00:00,
Antigua and Barbuda,1802-01-01T00:00:00.000000+00:00,
Australia,1802-01-01T00:00:00.000000+00:00,
Austria,1802-01-01T00:00:00.000000+00:00,
Azerbaijan,1802-01-01T00:00:00.000000+00:00,
Burundi,1802-01-01T00:00:00.000000+00:00,
Belgium,1802-01-01T00:00:00.000000+00:00,
Benin,1802-01-01T00:00:00.000000+00:00,
Burkina Faso,1802-01-01T00:00:00.000000+00:00,
Bangladesh,1802-01-01T00:00:00.000000+00:00,
Bulgaria,1802-01-01T00:00:00.000000+00:00,
Bahrain,1802-01-01T00:00:00.000000+00:00,
Bahamas,1802-01-01T00:00:00.000000+00:00,
Bosnia and Herzegovina,1802-01-01T00:00:00.000000+00:00,
Belarus,1802-01-01T00:00:00.000000+00:00,
Belize,1802-01-01T00:00:00.000000+00:00,
Bolivia,1802-01-01T00:00:00.000000+00:00,
Brazil,1802-01-01T00:00:00.000000+00:00,
Barbados,1802-01-01T00:00:00.000000+00:00,
Brunei,1802-01-01T00:00:00.000000+00:00,
Bhutan,1802-01-01T00:00:00.000000+00:00,
Botswana,1802-01-01T00:00:00.000000+00:00,
Central African Republic,1802-01-01T00:00:00.000000+00:00,
Canada,1802-01-01T00:00:00.000000+00:00,0.00681
Switzerland,1802-01-01T00:00:00.000000+00:00,
Chile,1802-01-01T00:00:00.000000+00:00,
China,1802-01-01T00:00:00.000000+00:00,
Cote d'Ivoire,1802-01-01T00:00:00.000000+00:00,
Cameroon,1802-01-01T00:00:00.000000+00:00,
"Congo, Dem. Rep.",1802-01-01T00:00:00.000000+00:00,
"Congo, Rep.",1802-01-01T00:00:00.000000+00:00,
Colombia,1802-01-01T00:00:00.000000+00:00,
Comoros,1802-01-01T00:00:00.000000+00:00,
Cape Verde,1802-01-01T00:00:00.000000+00:00,
Costa Rica,1802-01-01T00:00:00.000000+00:00,
Cuba,1802-01-01T00:00:00.000000+00:00,
Cyprus,1802-01-01T00:00:00.000000+00:00,
Czech Republic,1802-01-01T00:00:00.000000+00:00,
Germany,1802-01-01T00:00:00.000000+00:00,0.0283
Djibouti,1802-01-01T00:00:00.000000+00:00,
Dominica,1802-01-01T00:00:00.000000+00:00,
Denmark,1802-01-01T00:00:00.000000+00:00,
Dominican Republic,1802-01-01T00:00:00.000000+00:00,
Algeria,1802-01-01T00:00:00.000000+00:00,
Ecuador,1802-01-01T00:00:00.000000+00:00,
Egypt,1802-01-01T00:00:00.000000+00:00,
Eritrea,1802-01-01T00:00:00.000000+00:00,
Spain,1802-01-01T00:00:00.000000+00:00,
Estonia,1802-01-01T00:00:00.000000+00:00,
Ethiopia,1802-01-01T00:00:00.000000+00:00,
Finland,1802-01-01T00:00:00.000000+00:00,
Fiji,1802-01-01T00:00:00.000000+00:00,
France,1802-01-01T00:00:00.000000+00:00,
"Micronesia, Fed. Sts.",1802-01-01T00:00:00.000000+00:00,
Gabon,1802-01-01T00:00:00.000000+00:00,
United Kingdom,1802-01-01T00:00:00.000000+00:00,2.72
Georgia,1802-01-01T00:00:00.000000+00:00,
Ghana,1802-01-01T00:00:00.000000+00:00,
Guinea,1802-01-01T00:00:00.000000+00:00,
Gambia,1802-01-01T00:00:00.000000+00:00,
Guinea-Bissau,1802-01-01T00:00:00.000000+00:00,
Equatorial Guinea,1802-01-01T00:00:00.000000+00:00,
Greece,1802-01-01T00:00:00.000000+00:00,
Grenada,1802-01-01T00:00:00.000000+00:00,
Guatemala,1802-01-01T00:00:00.000000+00:00,
Guyana,1802-01-01T00:00:00.000000+00:00,
"Hong Kong, China",1802-01-01T00:00:00.000000+00:00,
Honduras,1802-01-01T00:00:00.000000+00:00,
Croatia,1802-01-01T00:00:00.000000+00:00,
Haiti,1802-01-01T00:00:00.000000+00:00,
Hungary,1802-01-01T00:00:00.000000+00:00,
Indonesia,1802-01-01T00:00:00.000000+00:00,
India,1802-01-01T00:00:00.000000+00:00,
Ireland,1802-01-01T00:00:00.000000+00:00,
Iran,1802-01-01T00:00:00.000000+00:00,
Iraq,1802-01-01T00:00:00.000000+00:00,
Iceland,1802-01-01T00:00:00.000000+00:00,
Israel,1802-01-01T00:00:00.000000+00:00,
Italy,1802-01-01T00:00:00.000000+00:00,
Jamaica,1802-01-01T00:00:00.000000+00:00,
Jordan,1802-01-01T00:00:00.000000+00:00,
Japan,1802-01-01T00:00:00.000000+00:00,
Kazakhstan,1802-01-01T00:00:00.000000+00:00,
Kenya,1802-01-01T00:00:00.000000+00:00,
Kyrgyz Republic,1802-01-01T00:00:00.000000+00:00,
Cambodia,1802-01-01T00:00:00.000000+00:00,
Kiribati,1802-01-01T00:00:00.000000+00:00,
St. Kitts and Nevis,1802-01-01T00:00:00.000000+00:00,
South Korea,1802-01-01T00:00:00.000000+00:00,
Kuwait,1802-01-01T00:00:00.000000+00:00,
Lao,1802-01-01T00:00:00.000000+00:00,
Lebanon,1802-01-01T00:00:00.000000+00:00,
Liberia,1802-01-01T00:00:00.000000+00:00,
Libya,1802-01-01T00:00:00.000000+00:00,
St. Lucia,1802-01-01T00:00:00.000000+00:00,
Liechtenstein,1802-01-01T00:00:00.000000+00:00,
Sri Lanka,1802-01-01T00:00:00.000000+00:00,
Lesotho,1802-01-01T00:00:00.000000+00:00,
Lithuania,1802-01-01T00:00:00.000000+00:00,
Luxembourg,1802-01-01T00:00:00.000000+00:00,
Latvia,1802-01-01T00:00:00.000000+00:00,
Morocco,1802-01-01T00:00:00.000000+00:00,
Moldova,1802-01-01T00:00:00.000000+00:00,
Madagascar,1802-01-01T00:00:00.000000+00:00,
Maldives,1802-01-01T00:00:00.000000+00:00,
Mexico,1802-01-01T00:00:00.000000+00:00,
Marshall Islands,1802-01-01T00:00:00.000000+00:00,
North Macedonia,1802-01-01T00:00:00.000000+00:00,
Mali,1802-01-01T00:00:00.000000+00:00,
Malta,1802-01-01T00:00:00.000000+00:00,
Myanmar,1802-01-01T00:00:00.000000+00:00,
Montenegro,1802-01-01T00:00:00.000000+00:00,
Mongolia,1802-01-01T00:00:00.000000+00:00,
Mozambique,1802-01-01T00:00:00.000000+00:00,
Mauritania,1802-01-01T00:00:00.000000+00:00,
Mauritius,1802-01-01T00:00:00.000000+00:00,
Malawi,1802-01-01T00:00:00.000000+00:00,
Malaysia,1802-01-01T00:00:00.000000+00:00,
Namibia,1802-01-01T00:00:00.000000+00:00,
Niger,1802-01-01T00:00:00.000000+00:00,
Nigeria,1802-01-01T00:00:00.000000+00:00,
Nicaragua,1802-01-01T00:00:00.000000+00:00,
Netherlands,1802-01-01T00:00:00.000000+00:00,
Norway,1802-01-01T00:00:00.000000+00:00,
Nepal,1802-01-01T00:00:00.000000+00:00,
Nauru,1802-01-01T00:00:00.000000+00:00,
New Zealand,1802-01-01T00:00:00.000000+00:00,
Oman,1802-01-01T00:00:00.000000+00:00,
Pakistan,1802-01-01T00:00:00.000000+00:00,
Panama,1802-01-01T00:00:00.000000+00:00,
Peru,1802-01-01T00:00:00.000000+00:00,
Philippines,1802-01-01T00:00:00.000000+00:00,
Palau,1802-01-01T00:00:00.000000+00:00,
Papua New Guinea,1802-01-01T00:00:00.000000+00:00,
Poland,1802-01-01T00:00:00.000000+00:00,0.0502
North Korea,1802-01-01T00:00:00.000000+00:00,
Portugal,1802-01-01T00:00:00.000000+00:00,
Paraguay,1802-01-01T00:00:00.000000+00:00,
Palestine,1802-01-01T00:00:00.000000+00:00,
Qatar,1802-01-01T00:00:00.000000+00:00,
Romania,1802-01-01T00:00:00.000000+00:00,
Russia,1802-01-01T00:00:00.000000+00:00,
Rwanda,1802-01-01T00:00:00.000000+00:00,
Saudi Arabia,1802-01-01T00:00:00.000000+00:00,
Sudan,1802-01-01T00:00:00.000000+00:00,
Senegal,1802-01-01T00:00:00.000000+00:00,
Singapore,1802-01-01T00:00:00.000000+00:00,
Solomon Islands,1802-01-01T00:00:00.000000+00:00,
Sierra Leone,1802-01-01T00:00:00.000000+00:00,
El Salvador,1802-01-01T00:00:00.000000+00:00,
Somalia,1802-01-01T00:00:00.000000+00:00,
Serbia,1802-01-01T00:00:00.000000+00:00,
South Sudan,1802-01-01T00:00:00.000000+00:00,
Sao Tome and Principe,1802-01-01T00:00:00.000000+00:00,
Suriname,1802-01-01T00:00:00.000000+00:00,
Slovak Republic,1802-01-01T00:00:00.000000+00:00,
Slovenia,1802-01-01T00:00:00.000000+00:00,
Sweden,1802-01-01T00:00:00.000000+00:00,
Eswatini,1802-01-01T00:00:00.000000+00:00,
Seychelles,1802-01-01T00:00:00.000000+00:00,
Syria,1802-01-01T00:00:00.000000+00:00,
Chad,1802-01-01T00:00:00.000000+00:00,
Togo,1802-01-01T00:00:00.000000+00:00,
Thailand,1802-01-01T00:00:00.000000+00:00,
Tajikistan,1802-01-01T00:00:00.000000+00:00,
Turkmenistan,1802-01-01T00:00:00.000000+00:00,
Timor-Leste,1802-01-01T00:00:00.000000+00:00,
Tonga,1802-01-01T00:00:00.000000+00:00,
Trinidad and Tobago,1802-01-01T00:00:00.000000+00:00,
Tunisia,1802-01-01T00:00:00.000000+00:00,
Turkey,1802-01-01T00:00:00.000000+00:00,
Tuvalu,1802-01-01T00:00:00.000000+00:00,
Taiwan,1802-01-01T00:00:00.000000+00:00,
Tanzania,1802-01-01T00:00:00.000000+00:00,
Uganda,1802-01-01T00:00:00.000000+00:00,
Ukraine,1802-01-01T00:00:00.000000+00:00,
Uruguay,1802-01-01T00:00:00.000000+00:00,
United States,1802-01-01T00:00:00.000000+00:00,0.0468
Uzbekistan,1802-01-01T00:00:00.000000+00:00,
St. Vincent and the Grenadines,1802-01-01T00:00:00.000000+00:00,
Venezuela,1802-01-01T00:00:00.000000+00:00,
Vietnam,1802-01-01T00:00:00.000000+00:00,
Vanuatu,1802-01-01T00:00:00.000000+00:00,
Samoa,1802-01-01T00:00:00.000000+00:00,
Yemen,1802-01-01T00:00:00.000000+00:00,
South Africa,1802-01-01T00:00:00.000000+00:00,
Zambia,1802-01-01T00:00:00.000000+00:00,
Zimbabwe,1802-01-01T00:00:00.000000+00:00,
Afghanistan,1803-01-01T00:00:00.000000+00:00,
Angola,1803-01-01T00:00:00.000000+00:00,
Albania,1803-01-01T00:00:00.000000+00:00,
Andorra,1803-01-01T00:00:00.000000+00:00,
United Arab Emirates,1803-01-01T00:00:00.000000+00:00,
Argentina,1803-01-01T00:00:00.000000+00:00,
Armenia,1803-01-01T00:00:00.000000+00:00,
Antigua and Barbuda,1803-01-01T00:00:00.000000+00:00,
Australia,1803-01-01T00:00:00.000000+00:00,
Austria,1803-01-01T00:00:00.000000+00:00,
Azerbaijan,1803-01-01T00:00:00.000000+00:00,
Burundi,1803-01-01T00:00:00.000000+00:00,
Belgium,1803-01-01T00:00:00.000000+00:00,
Benin,1803-01-01T00:00:00.000000+00:00,
Burkina Faso,1803-01-01T00:00:00.000000+00:00,
Bangladesh,1803-01-01T00:00:00.000000+00:00,
Bulgaria,1803-01-01T00:00:00.000000+00:00,
Bahrain,1803-01-01T00:00:00.000000+00:00,
Bahamas,1803-01-01T00:00:00.000000+00:00,
Bosnia and Herzegovina,1803-01-01T00:00:00.000000+00:00,
Belarus,1803-01-01T00:00:00.000000+00:00,
Belize,1803-01-01T00:00:00.000000+00:00,
Bolivia,1803-01-01T00:00:00.000000+00:00,
Brazil,1803-01-01T00:00:00.000000+00:00,
Barbados,1803-01-01T00:00:00.000000+00:00,
Brunei,1803-01-01T00:00:00.000000+00:00,
Bhutan,1803-01-01T00:00:00.000000+00:00,
Botswana,1803-01-01T00:00:00.000000+00:00,
Central African Republic,1803-01-01T00:00:00.000000+00:00,
Canada,1803-01-01T00:00:00.000000+00:00,0.00665
Switzerland,1803-01-01T00:00:00.000000+00:00,
Chile,1803-01-01T00:00:00.000000+00:00,
China,1803-01-01T00:00:00.000000+00:00,
Cote d'Ivoire,1803-01-01T00:00:00.000000+00:00,
Cameroon,1803-01-01T00:00:00.000000+00:00,
"Congo, Dem. Rep.",1803-01-01T00:00:00.000000+00:00,
"Congo, Rep.",1803-01-01T00:00:00.000000+00:00,
Colombia,1803-01-01T00:00:00.000000+00:00,
Comoros,1803-01-01T00:00:00.000000+00:00,
Cape Verde,1803-01-01T00:00:00.000000+00:00,
Costa Rica,1803-01-01T00:00:00.000000+00:00,
Cuba,1803-01-01T00:00:00.000000+00:00,
Cyprus,1803-01-01T00:00:00.000000+00:00,
Czech Republic,1803-01-01T00:00:00.000000+00:00,
Germany,1803-01-01T00:00:00.000000+00:00,0.0525
Djibouti,1803-01-01T00:00:00.000000+00:00,
Dominica,1803-01-01T00:00:00.000000+00:00,
Denmark,1803-01-01T00:00:00.000000+00:00,
Dominican Republic,1803-01-01T00:00:00.000000+00:00,
Algeria,1803-01-01T00:00:00.000000+00:00,
Ecuador,1803-01-01T00:00:00.000000+00:00,
Egypt,1803-01-01T00:00:00.000000+00:00,
Eritrea,1803-01-01T00:00:00.000000+00:00,
Spain,1803-01-01T00:00:00.000000+00:00,
Estonia,1803-01-01T00:00:00.000000+00:00,
Ethiopia,1803-01-01T00:00:00.000000+00:00,
Finland,1803-01-01T00:00:00.000000+00:00,
Fiji,1803-01-01T00:00:00.000000+00:00,
France,1803-01-01T00:00:00.000000+00:00,0.074
"Micronesia, Fed. Sts.",1803-01-01T00:00:00.000000+00:00,
Gabon,1803-01-01T00:00:00.000000+00:00,
United Kingdom,1803-01-01T00:00:00.000000+00:00,2.7
Georgia,1803-01-01T00:00:00.000000+00:00,
Ghana,1803-01-01T00:00:00.000000+00:00,
Guinea,1803-01-01T00:00:00.000000+00:00,
Gambia,1803-01-01T00:00:00.000000+00:00,
Guinea-Bissau,1803-01-01T00:00:00.000000+00:00,
Equatorial Guinea,1803-01-01T00:00:00.000000+00:00,
Greece,1803-01-01T00:00:00.000000+00:00,
Grenada,1803-01-01T00:00:00.000000+00:00,
Guatemala,1803-01-01T00:00:00.000000+00:00,
Guyana,1803-01-01T00:00:00.000000+00:00,
"Hong Kong, China",1803-01-01T00:00:00.000000+00:00,
Honduras,1803-01-01T00:00:00.000000+00:00,
Croatia,1803-01-01T00:00:00.000000+00:00,
Haiti,1803-01-01T00:00:00.000000+00:00,
Hungary,1803-01-01T00:00:00.000000+00:00,
Indonesia,1803-01-01T00:00:00.000000+00:00,
India,1803-01-01T00:00:00.000000+00:00,
Ireland,1803-01-01T00:00:00.000000+00:00,
Iran,1803-01-01T00:00:00.000000+00:00,
Iraq,1803-01-01T00:00:00.000000+00:00,
Iceland,1803-01-01T00:00:00.000000+00:00,
Israel,1803-01-01T00:00:00.000000+00:00,
Italy,1803-01-01T00:00:00.000000+00:00,
Jamaica,1803-01-01T00:00:00.000000+00:00,
Jordan,1803-01-01T00:00:00.000000+00:00,
Japan,1803-01-01T00:00:00.000000+00:00,
Kazakhstan,1803-01-01T00:00:00.000000+00:00,
Kenya,1803-01-01T00:00:00.000000+00:00,
Kyrgyz Republic,1803-01-01T00:00:00.000000+00:00,
Cambodia,1803-01-01T00:00:00.000000+00:00,
Kiribati,1803-01-01T00:00:00.000000+00:00,
St. Kitts and Nevis,1803-01-01T00:00:00.000000+00:00,
South Korea,1803-01-01T00:00:00.000000+00:00,
Kuwait,1803-01-01T00:00:00.000000+00:00,
Lao,1803-01-01T00:00:00.000000+00:00,
Lebanon,1803-01-01T00:00:00.000000+00:00,
Liberia,1803-01-01T00:00:00.000000+00:00,
Libya,1803-01-01T00:00:00.000000+00:00,
St. Lucia,1803-01-01T00:00:00.000000+00:00,
Liechtenstein,1803-01-01T00:00:00.000000+00:00,
Sri Lanka,1803-01-01T00:00:00.000000+00:00,
Lesotho,1803-01-01T00:00:00.000000+00:00,
Lithuania,1803-01-01T00:00:00.000000+00:00,
Luxembourg,1803-01-01T00:00:00.000000+00:00,
Latvia,1803-01-01T00:00:00.000000+00:00,
Morocco,1803-01-01T00:00:00.000000+00:00,
Moldova,1803-01-01T00:00:00.000000+00:00,
Madagascar,1803-01-01T00:00:00.000000+00:00,
Maldives,1803-01-01T00:00:00.000000+00:00,
Mexico,1803-01-01T00:00:00.000000+00:00,
Marshall Islands,1803-01-01T00:00:00.000000+00:00,
North Macedonia,1803-01-01T00:00:00.000000+00:00,
Mali,1803-01-01T00:00:00.000000+00:00,
Malta,1803-01-01T00:00:00.000000+00:00,
Myanmar,1803-01-01T00:00:00.000000+00:00,
Montenegro,1803-01-01T00:00:00.000000+00:00,
Mongolia,1803-01-01T00:00:00.000000+00:00,
Mozambique,1803-01-01T00:00:00.000000+00:00,
Mauritania,1803-01-01T00:00:00.000000+00:00,
Mauritius,1803-01-01T00:00:00.000000+00:00,
Malawi,1803-01-01T00:00:00.000000+00:00,
Malaysia,1803-01-01T00:00:00.000000+00:00,
Namibia,1803-01-01T00:00:00.000000+00:00,
Niger,1803-01-01T00:00:00.000000+00:00,
Nigeria,1803-01-01T00:00:00.000000+00:00,
Nicaragua,1803-01-01T00:00:00.000000+00:00,
Netherlands,1803-01-01T00:00:00.000000+00:00,
Norway,1803-01-01T00:00:00.000000+00:00,
Nepal,1803-01-01T00:00:00.000000+00:00,
Nauru,1803-01-01T00:00:00.000000+00:00,
New Zealand,1803-01-01T00:00:00.000000+00:00,
Oman,1803-01-01T00:00:00.000000+00:00,
Pakistan,1803-01-01T00:00:00.000000+00:00,
Panama,1803-01-01T00:00:00.000000+00:00,
Peru,1803-01-01T00:00:00.000000+00:00,
Philippines,1803-01-01T00:00:00.000000+00:00,
Palau,1803-01-01T00:00:00.000000+00:00,
Papua New Guinea,1803-01-01T00:00:00.000000+00:00,
Poland,1803-01-01T00:00:00.000000+00:00,0.0495
North Korea,1803-01-01T00:00:00.000000+00:00,
Portugal,1803-01-01T00:00:00.000000+00:00,
Paraguay,1803-01-01T00:00:00.000000+00:00,
Palestine,1803-01-01T00:00:00.000000+00:00,
Qatar,1803-01-01T00:00:00.000000+00:00,
Romania,1803-01-01T00:00:00.000000+00:00,
Russia,1803-01-01T00:00:00.000000+00:00,
Rwanda,1803-01-01T00:00:00.000000+00:00,
Saudi Arabia,1803-01-01T00:00:00.000000+00:00,
Sudan,1803-01-01T00:00:00.000000+00:00,
Senegal,1803-01-01T00:00:00.000000+00:00,
Singapore,1803-01-01T00:00:00.000000+00:00,
Solomon Islands,1803-01-01T00:00:00.000000+00:00,
Sierra Leone,1803-01-01T00:00:00.000000+00:00,
El Salvador,1803-01-01T00:00:00.000000+00:00,
Somalia,1803-01-01T00:00:00.000000+00:00,
Serbia,1803-01-01T00:00:00.000000+00:00,
South Sudan,1803-01-01T00:00:00.000000+00:00,
Sao Tome and Principe,1803-01-01T00:00:00.000000+00:00,
Suriname,1803-01-01T00:00:00.000000+00:00,
Slovak Republic,1803-01-01T00:00:00.000000+00:00,
Slovenia,1803-01-01T00:00:00.000000+00:00,
Sweden,1803-01-01T00:00:00.000000+00:00,
Eswatini,1803-01-01T00:00:00.000000+00:00,
Seychelles,1803-01-01T00:00:00.000000+00:00,
Syria,1803-01-01T00:00:00.000000+00:00,
Chad,1803-01-01T00:00:00.000000+00:00,
Togo,1803-01-01T00:00:00.000000+00:00,
Thailand,1803-01-01T00:00:00.000000+00:00,
Tajikistan,1803-01-01T00:00:00.000000+00:00,
Turkmenistan,1803-01-01T00:00:00.000000+00:00,
Timor-Leste,1803-01-01T00:00:00.000000+00:00,
Tonga,1803-01-01T00:00:00.000000+00:00,
Trinidad and Tobago,1803-01-01T00:00:00.000000+00:00,
Tunisia,1803-01-01T00:00:00.000000+00:00,
Turkey,1803-01-01T00:00:00.000000+00:00,
Tuvalu,1803-01-01T00:00:00.000000+00:00,
Taiwan,1803-01-01T00:00:00.000000+00:00,
Tanzania,1803-01-01T00:00:00.000000+00:00,
Uganda,1803-01-01T00:00:00.000000+00:00,
Ukraine,1803-01-01T00:00:00.000000+00:00,
Uruguay,1803-01-01T00:00:00.000000+00:00,
United States,1803-01-01T00:00:00.000000+00:00,0.0516
Uzbekistan,1803-01-01T00:00:00.000000+00:00,
St. Vincent and the Grenadines,1803-01-01T00:00:00.000000+00:00,
Venezuela,1803-01-01T00:00:00.000000+00:00,
Vietnam,1803-01-01T00:00:00.000000+00:00,
Vanuatu,1803-01-01T00:00:00.000000+00:00,
Samoa,1803-01-01T00:00:00.000000+00:00,
Yemen,1803-01-01T00:00:00.000000+00:00,
South Africa,1803-01-01T00:00:00.000000+00:00,
Zambia,1803-01-01T00:00:00.000000+00:00,
Zimbabwe,1803-01-01T00:00:00.000000+00:00,
Afghanistan,1804-01-01T00:00:00.000000+00:00,
Angola,1804-01-01T00:00:00.000000+00:00,
Albania,1804-01-01T00:00:00.000000+00:00,
Andorra,1804-01-01T00:00:00.000000+00:00,
United Arab Emirates,1804-01-01T00:00:00.000000+00:00,
Argentina,1804-01-01T00:00:00.000000+00:00,
Armenia,1804-01-01T00:00:00.000000+00:00,
Antigua and Barbuda,1804-01-01T00:00:00.000000+00:00,
Australia,1804-01-01T00:00:00.000000+00:00,
Austria,1804-01-01T00:00:00.000000+00:00,
Azerbaijan,1804-01-01T00:00:00.000000+00:00,
Burundi,1804-01-01T00:00:00.000000+00:00,
Belgium,1804-01-01T00:00:00.000000+00:00,
Benin,1804-01-01T00:00:00.000000+00:00,
Burkina Faso,1804-01-01T00:00:00.000000+00:00,
Bangladesh,1804-01-01T00:00:00.000000+00:00,
Bulgaria,1804-01-01T00:00:00.000000+00:00,
Bahrain,1804-01-01T00:00:00.000000+00:00,
Bahamas,1804-01-01T00:00:00.000000+00:00,
Bosnia and Herzegovina,1804-01-01T00:00:00.000000+00:00,
Belarus,1804-01-01T00:00:00.000000+00:00,
Belize,1804-01-01T00:00:00.000000+00:00,
Bolivia,1804-01-01T00:00:00.000000+00:00,
Brazil,1804-01-01T00:00:00.000000+00:00,
Barbados,1804-01-01T00:00:00.000000+00:00,
Brunei,1804-01-01T00:00:00.000000+00:00,
Bhutan,1804-01-01T00:00:00.000000+00:00,
Botswana,1804-01-01T00:00:00.000000+00:00,
Central African Republic,1804-01-01T00:00:00.000000+00:00,
Canada,1804-01-01T00:00:00.000000+00:00,0.00649
Switzerland,1804-01-01T00:00:00.000000+00:00,
Chile,1804-01-01T00:00:00.000000+00:00,
China,1804-01-01T00:00:00.000000+00:00,
Cote d'Ivoire,1804-01-01T00:00:00.000000+00:00,
Cameroon,1804-01-01T00:00:00.000000+00:00,
"Congo, Dem. Rep.",1804-01-01T00:00:00.000000+00:00,
"Congo, Rep.",1804-01-01T00:00:00.000000+00:00,
Colombia,1804-01-01T00:00:00.000000+00:00,
Comoros,1804-01-01T00:00:00.000000+00:00,
Cape Verde,1804-01-01T00:00:00.000000+00:00,
Costa Rica,1804-01-01T00:00:00.000000+00:00,
Cuba,1804-01-01T00:00:00.000000+00:00,
Cyprus,1804-01-01T00:00:00.000000+00:00,
Czech Republic,1804-01-01T00:00:00.000000+00:00,
Germany,1804-01-01T00:00:00.000000+00:00,0.0534
Djibouti,1804-01-01T00:00:00.000000+00:00,
Dominica,1804-01-01T00:00:00.000000+00:00,
Denmark,1804-01-01T00:00:00.000000+00:00,
Dominican Republic,1804-01-01T00:00:00.000000+00:00,
Algeria,1804-01-01T00:00:00.000000+00:00,
Ecuador,1804-01-01T00:00:00.000000+00:00,
Egypt,1804-01-01T00:00:00.000000+00:00,
Eritrea,1804-01-01T00:00:00.000000+00:00,
Spain,1804-01-01T00:00:00.000000+00:00,
Estonia,1804-01-01T00:00:00.000000+00:00,
Ethiopia,1804-01-01T00:00:00.000000+00:00,
Finland,1804-01-01T00:00:00.000000+00:00,
